timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2022-12-22 12:23:35+00:00,b'Temukan PINKFLASH Matte Lipstik Lembut Tahan Lama Pelembab Pigmentasi Tinggi 21 Colors dengan potongan 89%! Hanya Rp16.000. Dapatkan sekarang juga di Shopee!\xf0\x9f\x91\x89 https://t.co/pJYLI0jMdA https://t.co/NReA5T1cb9',b'ign_prihati',[],,1,0,1
2022-12-22 12:23:35+00:00,b'@sbtcon Mingyu sector bene shopee susah bgt dapetinnya \xf0\x9f\xa5\xb2 https://t.co/tNGDQPsRYG',b'srzzzt7',[],,46,0,0
2022-12-22 12:23:30+00:00,b'@treasuremarkets Halo nder aab jaehyuk nya ada nih langsung cek shopee kita aja yuk (fromlly) dom jkt',b'FROMLLY',[],"Jakarta, Indonesia",3893,0,0
2022-12-22 12:23:27+00:00,b'Persaingan sengit antara shopee dan ttshop nampaknya https://t.co/VLHbFLI7uE',b'nunnajmeen',[],Selangor and KL,5125,0,0
2022-12-22 12:23:22+00:00,"b'""trs trs apa nama novelnya aku nyari di shoppe gini novel raksaka HASILNYA BANYAKKK BANGETT plisss ka"" - GA ADA DI SHOPEE, novelnya guilty tetep cuma ada kalau po DOANGG #tellonym  https://t.co/G4E3WEPnxW'",b'whooslilie',['tellonym'],whosl1lie on ig,69303,0,0
2022-12-22 12:23:13+00:00,b'Saya menjual Kopi Toraja Robusta  ... seharga Rp95.000. Dapatkan di Shopee sekarang! https://t.co/5EdavNeOTE #ShopeeID https://t.co/FbTp5P2rfm',b'TorajaKoffie',['ShopeeID'],Toraja Utara ,2615,0,0
2022-12-22 12:23:06+00:00,b'@treasuremarkets Nder kita ada nih aab yedam nya bisa langsung cek shopee kita aja yaa (fromlly)',b'FROMLLY',[],"Jakarta, Indonesia",3893,0,0
2022-12-22 12:23:00+00:00,"b'@Thumdelyna Punyaku udah bener, keknya shopee lelah'",b'a_daisy98',[],MULTIFANDOM,819,0,0
2022-12-22 12:23:00+00:00,b'SHOPEE GUE UDAH BISA',b'tasyaca23',[],,15,0,0
2022-12-22 12:22:52+00:00,"b'Hampers natal yg kuorder di shopee sejak kemarin macet di taman hub, pas liat di maps \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad kok ulasannya ngeri-ngeri.'",b'Sherly696969',[],,50,0,0
2022-12-22 12:22:37+00:00,b'Shopee ku error napa dah',b'zhongfchenle',[],fastresp : wa ( ada di link ),2689,0,0
2022-12-22 12:22:34+00:00,b'shopee masih error yah',b'dizzinis',[],,762,0,0
2022-12-22 12:22:34+00:00,b'\xf0\x9f\x8c\xb8kumpulan diffuser aromaterapi gemasss terbaik di shopee\xf0\x9f\x8c\xb8  - Sebuah Utas https://t.co/BIoFj4p5eA',b'ViralToday20',[],,40,0,1
2022-12-22 12:22:32+00:00,b'@ShopeeID @Shopee_id Mau uang A tapi B juga mau\xf0\x9f\x98\xa1\xf0\x9f\xa5\xb0 #RedmiA1dariShopee',b'parkellenaa_',['RedmiA1dariShopee'],EXO PLANET,897,0,0
2022-12-22 12:22:27+00:00,b'@zonakaryaid Ada kak di shopee banyak cari aja cetak sticker transparan vinyl',b'yoomgipurrr',[],she/they | pan | 🇮🇩,1605,0,0
2022-12-22 12:22:26+00:00,b'@treasuremarkets Nder kita ada tapi sealed kalo minat bisa langsung cek shopee kita aja (fromlly)',b'FROMLLY',[],"Jakarta, Indonesia",3893,0,0
2022-12-22 12:22:13+00:00,b'@__Shopee__ @TxtdariHI Heh mulutnya. wkwkwkwk',b'alfsrazak',[],,431,0,0
2022-12-22 12:22:11+00:00,b'@exhyunsuk @JUALAN_BASE 40k bisa shopee',b'glowinbeautyy',[],,592,0,0
2022-12-22 12:22:02+00:00,"b'Lembut &amp; Elegan, terbuat dari 100% leather (kulit) premium dan diproduksi dengan material kualitas kulit sapi terbaik  yang terjamin tidak mudah terkelupas.  https://t.co/iv8yvd1YBp  Info &amp; pemesanan  Om edy https://t.co/MfrYdo4wx4 https://t.co/aHaKJtvZUB'",b'demak625',[],"Kota Surabaya, Jawa Timur",2589,0,1
2022-12-22 12:21:51+00:00,b'shopee lama bgt error dri sore hdeh',b'forjyuwin',[],,437,0,0
2022-12-22 12:21:47+00:00,"b'moots (atau siapapun yang liat) ini shopee lagi error ya? kok tiap dibuka tulisannya ""back to homepage""'",b'piewnapple',[],Kwangya Building,241,0,0
2022-12-22 12:21:44+00:00,"b'Shopee nih knp dah, eror gini'",b'maurizka_dewi',[],,662,0,0
2022-12-22 12:21:42+00:00,b'Apa cuma aplikasi shopee saya yang sedang maintenance? #shopee #olshop #maintenance',b'Zulfa_Hasyim',"['shopee', 'olshop', 'maintenance']","Banyumas, Indonesia",353,0,0
2022-12-22 12:21:29+00:00,b'Cek Bella set 3in1 tanktop kemeja casual style sexy dengan harga Rp44.947 - Rp60.000. Dapatkan di Shopee sekarang! https://t.co/Nw2QCkwhhT https://t.co/k6QsGgsjdw',b'intanfethu',[],Indonesia,639,0,0
2022-12-22 12:21:19+00:00,"b'Halo ka, E2Shop Jual Akun Premium dan Followers Sosmed Tentunya Bergaransi\xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5   Bisa order via shopee? Tentunya bisa Bestieeeeeee\xf0\x9f\x94\xa5   Cuzz Kepoin Toko Kita\xf0\x9f\x94\xa5  https://t.co/767awPfAr1  #zonauang #zonaba #zonajajan https://t.co/l1Wg7jjznU'",b'e2shop_',"['zonauang', 'zonaba', 'zonajajan']",,2,0,0
2022-12-22 12:21:18+00:00,b'@pahnh__ Shopee nya dah nda error kah?',b'nadav__20',[],"Incheon, Republic of Korea",2187,0,0
2022-12-22 12:21:16+00:00,b'kapan shopee ga error min?\xf0\x9f\x98\x83 @ShopeeID',b'jimjuniebuy',[],@ AFTER DM,1092,0,0
2022-12-22 12:21:13+00:00,"b'/xhs wts pc shopee thai jungsu jooyeon, take all 70k udh incl packing, yu buat co 25.12 :)) https://t.co/oGdRMwgDTN'",b'XHselling',[],RULES 👉🏻,2882,0,0
2022-12-22 12:21:10+00:00,b'ajggg cantik bgt ni cowo https://t.co/0ThEJmwGpV',b'Shopee__ID',[],"41°18'14.1N81°54'06.1""W",602,0,0
2022-12-22 12:21:09+00:00,b'@treasuremarkets Halo nder aab Yoshi nya kita ada ready stock nih pas event bisa langsung di cek aja shopee kita (fromlly) dom jkt',b'FROMLLY',[],"Jakarta, Indonesia",3893,0,0
2022-12-22 12:21:04+00:00,"b'Lembut &amp; Elegan, terbuat dari 100% leather (kulit) premium dan diproduksi dengan material kualitas kulit sapi terbaik  yang terjamin tidak mudah terkelupas.  https://t.co/iv8yvd1YBp  Info &amp; pemesanan  Om edy https://t.co/MfrYdo4wx4 https://t.co/Z3W0cRa467'",b'demak625',[],"Kota Surabaya, Jawa Timur",2589,0,1
2022-12-22 12:20:57+00:00,"b'@lvforkth Shopee sekarang emang ngeselin bgt, suka lemot trus selau ada notif gitu\xf0\x9f\x98\x8c'",b'btsdict',[],she/her,2174,0,0
2022-12-22 12:20:56+00:00,b'Pluvia AMIRA Sepatu Heels Wanita   Rate 4.9 https://t.co/ZoGsQFbvHN https://t.co/gy3aroBEXq',b'OotdNih',[],Yogyakarta,11609,0,0
2022-12-22 12:20:55+00:00,"b'@ShopeeCare shopee Saya beli quota di myxl, bayar lewat shopee. Spay + koin Saya sudah terpotong, tertulis berhasil tapi di myxl tidak itu bagaimana ya??'",b'kapangajianya',[],,0,0,0
2022-12-22 12:20:53+00:00,b'lah shopee error lagi euy',b'qsells_',[],"Jakarta, Indonesia",225,0,0
2022-12-22 12:20:44+00:00,b'harga dia RM19+ je  https://t.co/vPC0eY68SD',b'bellaathoughts',[],Malaysia,3974,0,0
2022-12-22 12:20:33+00:00,b'shopee taik GUA MAU CO EYELINER SAMA MASKER GUA!!!!!',b'vonotre',[],she/they,24,0,0
2022-12-22 12:20:27+00:00,b'Shopee lagi gangguan ya',b'ihakusi',[],Bogor,155,0,0
2022-12-22 12:20:24+00:00,"b'Wifi asu, shopee lebih asu lagi.'",b'Clairelyzed',[],"Claire Maximilienne. | Place des Vosges, 75004 Paris, France.",60,1,1
2022-12-22 12:20:12+00:00,b'Shopee lagi eror yaa?? Ap punya ku doang si https://t.co/Dh6v7HGQxr',b'lonjunmumin',[],,0,0,0
2022-12-22 12:20:11+00:00,b'Wts kolbuk postcard a4 muat 80 postcard. Minus pemakaian ajaa  45k inc all yaa bisa toped shopee. Stiker bs dicopot. Org yg booked malah hnr pls TT #warunganime https://t.co/4bReoVdiI3',b'inumhki',['warunganime'],she/her,141,0,0
2022-12-22 12:20:10+00:00,b'\xf0\x9f\x92\x99 Saranin parfume cowo yang wanginya ganteng buat ayang bebeb dong xixi. Boleh parfume di indoapril atau pun shopee. Kalo bisa yang baunya setipe sama dunhill blue [titipan] https://t.co/ZIkHxjQSur',b'convomf',[],,991083,0,4
2022-12-22 12:20:01+00:00,b'@alpacxjin aku buka karna mau connect masih ada selotipnya jd gampang nutup ini fullset aku br beli minggu kemarin 790 aku jual 720 plg mentok 700 bs shopee https://t.co/Un6SySVBHT',b'_jennielovesu_',[],,0,0,0
2022-12-22 12:20:00+00:00,b'Hak Kaca Andini Jelly  https://t.co/Q5NIv8X8LQ https://t.co/4mCEjSsd13',b'OotdNih',[],Yogyakarta,11609,0,0
2022-12-22 12:19:56+00:00,"b'Cek BLENDER PLASTIK NATIONAL YASAKA , BLENDER TABUNG PLASTIK FOODGRADE KUALITAS PREMIUM 100% dengan harga Rp102.888. Dapatkan di Shopee sekarang! https://t.co/8c89EPd2lB https://t.co/bqAgRsyp8w'",b'erik_taryanaCjr',[],Cianjur Jabar,31,0,0
2022-12-22 12:19:54+00:00,b'@JNE_ID Tolong diproses segera dari pusat atas laporan pembatalan pengiriman barang yang telah di lakukan oleh admin counter JNE.   Ada kesalahan dalam hitungan berat produk dari Karyawan JNE. Tolong di accept pembatalan nya biar duit Shopee saya kembali. No resi JT21272122743',b'shein_kids',[],Bali,128,0,0
2022-12-22 12:19:52+00:00,b'shopee eror gk sii',b'bhulukuduk',[],,11,0,0
2022-12-22 12:19:48+00:00,b'ini shopee error ya??',b'nnaajaemloafs',[],kamu nanya?,2198,0,0
2022-12-22 12:19:26+00:00,"b'Ready cytotec Jual obat aborsi penggugur kandungan usia 1 sampai 6 bulan . Reputasi 5 star trusted seller, transaksi via shopee Hubungi WA yg tertera untuk bukti ketersediaan barang dan testimoni real #obataborsi #jualmisoprostol #jualgastrul #jualcytotec #obatpelunturkandungan https://t.co/klDbutXgoT'",b'cytotecworld',"['obataborsi', 'jualmisoprostol', 'jualgastrul', 'jualcytotec', 'obatpelunturkandungan']",,0,0,0
2022-12-22 12:19:25+00:00,b'shopee error kah? mau payment jajan jadi ga bisa \xf0\x9f\x98\x94',b'ohsundayss',[],21+ mdni!,4,0,0
2022-12-22 12:19:20+00:00,b'Shopee eror ya ampun ngapain tdi ku update ternyata emng dr sana nya hadeh',b'Naskjdhghfjkl',[],Bekasi panas,79,0,0
2022-12-22 12:19:17+00:00,b'Apakah Shopee saya error sendiri?? https://t.co/RlAunWsbgM',b'gistiAH',[],"Kota Bandung, Jawa Barat",425,0,2
2022-12-22 12:19:14+00:00,b'Sendal Tebaru Hak Tahu Wanita   https://t.co/7UVeeKkJA0 https://t.co/2xctgpppJk',b'OotdNih',[],Yogyakarta,11609,0,0
2022-12-22 12:18:42+00:00,b'lightstick blackpink km gak ada standee nya? beli aja standee hape di shopee WKWKWKWKWKWK kek gini jadi nya https://t.co/ozfRzga9dK',b'longlivejaehyun',[],,1641,0,0
2022-12-22 12:18:29+00:00,b'@JNECare Tolong diproses segera dari pusat atas laporan pembatalan pengiriman barang yang telah di lakukan oleh admin counter JNE.   Ada kesalahan dalam hitungan berat produk dari Karyawan JNE. Tolong di accept pembatalan nya biar duit Shopee saya kembali. No resi JT21272122743',b'shein_kids',[],Bali,128,0,0
2022-12-22 12:18:10+00:00,b'ni shopee knp \xf0\x9f\x98\x9e',b'O9MARKL33',[],mark x junghwan ,928,0,0
2022-12-22 12:18:02+00:00,b'SIAL SHOPEE UDAH GA GRATIS TF ANTAR BANKNYA JELEEEKK',b'marsyaawaslit',[],yang penting happy,325,0,0
2022-12-22 12:17:54+00:00,"b'@I__Need__Shopee Bikin thread kumpulan tweet lucu, yg dipilih ga lucu sama sekali.'",b'ndunoi',[],"Kota Surabaya, Jawa Timur",382,0,0
2022-12-22 12:17:51+00:00,b'shopee knp si jink',b'antigaib',[],no cepu / ss,73,0,0
2022-12-22 12:17:47+00:00,b'shopee lu kenapa sih\xf0\x9f\x98\xad\xf0\x9f\x98\xad',b'dellwon17',[],DOM MEDAN YA GAESS,75,0,0
2022-12-22 12:17:33+00:00,"b'@bangchanenthu aku ada 700 aja plg mentok, blm prnh aku pake br beli minggu kemarin dpt fullset bs lewat shopee'",b'_jennielovesu_',[],,0,0,0
2022-12-22 12:17:32+00:00,b'Jm angkut yukk new skincare makeup underprice via shopee tokped dom bekasi https://t.co/gnBKnmiu3F',b'JualanMenfess',[],,20975,0,0
2022-12-22 12:17:32+00:00,"b'Lembut &amp; Elegan, terbuat dari 100% leather (kulit) premium dan diproduksi dengan material kualitas kulit sapi terbaik  yang terjamin tidak mudah terkelupas.  https://t.co/iv8yvd1qLR  Info &amp; pemesanan  Om edy https://t.co/MfrYdo3YHw https://t.co/L8mqgg23Yt'",b'demak625',[],"Kota Surabaya, Jawa Timur",2589,0,0
2022-12-22 12:17:20+00:00,b'mau jual tas bucket miniso kira kira ada yang minat ga? jual murah harga 25k udah inc ongkir (buat yg punya voucher shopee) minusnada noda pulpen di dalam tapi dikit dan gak ngaruh  t. wts wtb jual preloved murah https://t.co/xUizu7uH18',b'skanzleri',[],,428,0,0
2022-12-22 12:17:13+00:00,"b'sekarang kalau ada yang nanya \xe2\x80\x9crekomendasi lip matte buat bibir gelap &amp; kering?\xe2\x80\x9d gampang banget jawabnya gak pake mikir, langsung suruh beli di Shopee aja \xf0\x9f\xa4\xaa  di link ini: https://t.co/LvhE8VU8v6'",b'marigoldflowr',[],📩 marigold.marini@gmail.com,2447,0,0
2022-12-22 12:16:58+00:00,b'@Rawjynt Iyaa  Shopee eror mulu \xf0\x9f\x98\x8c',b'hanye0n17',[],Indonesia,250,0,0
2022-12-22 12:16:57+00:00,"b'@andrikalbar12 Namun jangan khawatir, kamu bisa coba secara berkala ya kak. Kami sarankan juga untuk bersihkan data pada aplikasi Shopee kamu di menu Pengaturan Perangkat &gt; Aplikasi &gt; Aplikasi Shopee &gt; Penyimpanan &gt; Bersihkan Data.(2)'",b'ShopeeID',[],Jakarta Capital Region,895268,0,0
2022-12-22 12:16:54+00:00,b'@hdverry Meninggal itu mas di rumah sakit. Yang kurir Shopee kabarnya selamat. Kasian itu infonya orang disabilitas gak bs jalan. Makanya waktu dideketin pelaku dia gak lari.',b'anantakurnia',[],Perfektur Miyagi,393,0,0
2022-12-22 12:16:47+00:00,"b'Now dah takyah susah susah! Beli kat shopee je geng hehe i dah beli, jomlah join beli sekali. Menggamit kenangan betul komik ni \xf0\x9f\x98\x9a  \xf0\x9f\x93\x9a: https://t.co/Cq6U8EIwdG https://t.co/t5fe8Bxwzl'",b'shopwithdinda',[],,494,0,0
2022-12-22 12:16:44+00:00,"b'Ngundang artis K-Pop bisa, perbaiki halaman gabisa. Error mulu shopee'",b'kmj_ayj_',[],INFJ-T,504,1,1
2022-12-22 12:16:32+00:00,b'Shopee lgi error ya \xf0\x9f\xa4\x94',b'mylittlesun00',[],,107,0,1
2022-12-22 12:16:23+00:00,b'@nunataekoo T-TAPI KAK FIN AKU BUKAN SELLER SHOPEE \xf0\x9f\x98\xad\xf0\x9f\x98\xad',b'messysprxng',[],,4710,0,0
2022-12-22 12:16:17+00:00,"b'Open jastip shopee atau mau nitip link co barang untuk event 25.12 atau 1.1 fee nya 1,5k per resi yap #zonauang #zonaba #zonajajan'",b'hwanginjoxn',"['zonauang', 'zonaba', 'zonajajan']",,2047,0,0
2022-12-22 12:16:14+00:00,b'shopee gw kaya gini terus kenape ye @ShopeeID https://t.co/kkU7ilEXjz',b'hsmaymay',[],,17,0,0
2022-12-22 12:16:14+00:00,b'@renjunmanis @sellkpopfess boleh minta shopee nyaa? hehehe',b'bluecometten',[],,358,0,0
2022-12-22 12:16:06+00:00,b'@ShopeeID @Shopee_id Pilih yg B  #RedmiA1dariShopee',b'miimie312',['RedmiA1dariShopee'],,2,0,0
2022-12-22 12:15:54+00:00,b'student wajib beli \xf0\x9f\xab\xb6\xf0\x9f\x8f\xbb  \xe2\x80\x94 shopee link : https://t.co/TMdUNlKJnE https://t.co/PmVZPVSb1x',b'floraliaco',[],,1414,0,0
2022-12-22 12:15:22+00:00,"b'jm yuk angkut skincare underpricenya, new dan original \xf0\x9f\xa4\xa9 via shopee dan tokped https://t.co/ct95cDFqWJ'",b'JualanMenfess',[],,20975,0,0
2022-12-22 12:15:15+00:00,"b'Selamat Malam Lubuklinggau , Kalau kamu bisa memilih siapapun di dunia ini, siapa yang kamu inginkan jadi tamu makan malammu?  Butuh Kode Referral Shopee? Gunakan kode : ISIPU223  BeningsIndonesia'",b'pemburuan6',[],,17,0,0
2022-12-22 12:15:05+00:00,b'Wkwkwkw shopee error',b'idamrepml',[],,373,0,1
2022-12-22 12:15:00+00:00,b'Shopee emg lg error ya?',b'karteaka',[],Bandung,387,0,0
2022-12-22 12:14:54+00:00,b'@kegblgnunfaedh Ekspresi mukanya udh mencerminkan bgt \xf0\x9f\x98\xad  1. https://t.co/8HDQbjbH04 2. https://t.co/IEynlPIHNZ 3. https://t.co/0fvPXQxMzR 4. https://t.co/lQ34s5Gbn0 https://t.co/US7a1ctoWx',b'xpeonys',[],about me 🔽,305,2,3
2022-12-22 12:14:48+00:00,b'@Preciouspluto ver 2 aku ada mentok 700 lgsg lirim dpt pc fullset blm prnh aku pake\xf0\x9f\x96\xa4 bs shopee',b'_jennielovesu_',[],,0,0,0
2022-12-22 12:14:48+00:00,b'@ShopeeID @Shopee_id Pilih yg B  #RedmiA1dariShopee',b'miimie312',['RedmiA1dariShopee'],,2,0,0
2022-12-22 12:14:37+00:00,b'@ShopeeID @ronal_ys #shopee gak sadar kah aplikasi nya sedang down? Gimana mau bersihkan cache klo baru buka udah balik ke halaman utama terus?Sudah di update pun tetap begitu.',b'Elsa_Edelweis',['shopee'],Depok,93,0,0
2022-12-22 12:14:33+00:00,b'@ shopee jgn error skrg pls :/',b'beIarie',[],u wont found me,10,0,0
2022-12-22 12:14:32+00:00,b'@ShopeeID @Shopee_id Pingin punya mobil. Amiin  #NewYear2023OPPOdiShopee #OPPOChooseJoy',b'uaLuwaktu',"['NewYear2023OPPOdiShopee', 'OPPOChooseJoy']",,475,0,0
2022-12-22 12:14:25+00:00,b'ada yang masih buka ponya gak ya buat guest exo ver. :( prefer bisa co shopee https://t.co/JvAGhOZhdx',b'woshifengxi',[],,20,0,0
2022-12-22 12:14:22+00:00,b'@hermawan_devina Baru tau ternyata di Italy ada nasi goreng juga\xf0\x9f\x98\xad  Daily hijab nyaman Kunjungi toko saya di Shopee! viluff_fashionstore: https://t.co/wQUIsPbSgE https://t.co/pdgpBBlTUK',b'desvidedes',[],Indonesia,28,0,0
2022-12-22 12:14:20+00:00,"b'WTS WTSS LIGHSTICK BLACKPINK VER 2, harga asli 790 aku jual 720 mentok 700 bisa shopee lgsg kirim yes ini masih fullset soalnya blm prnh aku pake pc pun dapet wts wts https://t.co/ZVAb7O5LPC'",b'_jennielovesu_',[],,0,0,0
2022-12-22 12:14:13+00:00,"b'@yourgalaxiey hai ka aku ready 13pcs masih sealed , 30k/each dom bekasi bisa shopee or cod ambil bnyk bs nego'",b'leeonaishere',[],,10,0,0
2022-12-22 12:14:11+00:00,b'Ini shopee mau eror sampai kapan si',b'anakketigaa_',[],"Kalimantan Selatan, Indonesia",72,0,0
2022-12-22 12:14:11+00:00,b'@sbtcon Gatau nder shopee skrg emng gitu',b'urijisungiie',[],tangerang,455,0,0
2022-12-22 12:14:09+00:00,b'@uleeisa KAK ISA SEREM BANGET. Ordernya bisa via shopee enggak?',b'rodcigo',[],2003  |  @GeffenRecords,215,0,0
2022-12-22 12:13:58+00:00,b'FUHH jumpa pulak pocket size APEMAN ni. murah lagi wehh. siap boleh jadi power bank lagi. Bawak pi camping ni nice gak kan?  https://t.co/TGoB9L3lBo https://t.co/l1UiQ3lIxQ',b'shopeecheckk',[],,32111,0,0
2022-12-22 12:13:57+00:00,"b'Haihh, racun betulll. Masuk beg pon tak terasa berat sebab punyala kecik, nipis, ringan pulak tu\xf0\x9f\x94\xa5\xe2\x9c\x8a  TAKE ALL MY MONEYYH\xf0\x9f\x92\xb8  https://t.co/AuzPdGQxZW https://t.co/iYng4zBb00'",b'shopeecheckk',[],,32111,0,0
2022-12-22 12:13:55+00:00,"b'Dahla cantik, ringan, ada 10 filter lagii! Siap boleh transfer photo ke phone terus wehhh. loveeeee!! \xf0\x9f\xa5\xba\xf0\x9f\xa4\x8d\xf0\x9f\x91\x8f  Wehhh, lagi murah kalau beli direct seller Japan!!! take my moneyyy\xf0\x9f\x98\x82\xf0\x9f\x92\xb8  https://t.co/hsypACVWki https://t.co/JfpNlNiARt'",b'shopeecheckk',[],,32111,0,0
2022-12-22 12:13:54+00:00,b'omgg malam ni ada SALE!!!!!! nakkkkk\xf0\x9f\x98\xad\xf0\x9f\x92\xb8  https://t.co/dcSnJUoIDD https://t.co/qmIHokPYqK',b'shopeecheckk',[],,32111,0,0
2022-12-22 12:13:11+00:00,b'@ohmybeautybank avoskin refining serum ngaruhh parahh sii jerawat langsung kempes dan lama2 ilang',b'aesth_Shopee',[],Indonesia,3,0,0
2022-12-22 12:13:06+00:00,b'eh ini shopee klo di uninstall trus di install lgi pas login akunnya gk knp2 kah? tkt bngt ntr mlh gk bsa njir mna errornya lma bngt dritdi sore',b'alaviuna',[],,1,0,0
2022-12-22 12:12:54+00:00,b'@ariessgr Sembunyikan app shopee dan tokpednya bund',b'BaymaxYourbae',[],"West Sumatra, Indonesia",41,0,0
2022-12-22 12:12:17+00:00,"b'jb yuk angkut skincare underpricenya, new dan original \xf0\x9f\xa4\xa9 via shopee dan tokped https://t.co/kbfinIkhQi'",b'JUALAN_BASE',[],Indonesia,109339,0,1
2022-12-22 12:12:16+00:00,b'Apaansi shopee anjrit lu msh error aja kesel gw',b'felltojake',[],jaeyunshim,423,0,0
2022-12-22 12:12:16+00:00,b'Saya menjual CINCIN BATU AKIK GETAH KATILAYU ASLI  ALAM/BUAT MANCING IKAN seharga Rp40.000 - Rp80.000. Dapatkan produk ini hanya di Shopee! https://t.co/z6kG1DG0ON #ShopeeID https://t.co/5pcCzb2HWE',b'tiara71961094',['ShopeeID'],Indonesia,11,0,0
2022-12-22 12:12:13+00:00,b'Shopee kalian eror nggak\xf0\x9f\xa5\xb2',b'BeomBomie',[],moa.only♡,1876,0,0
2022-12-22 12:12:13+00:00,b'Ada yg shopee nya error ga sih? Pliss deh \xf0\x9f\xa5\xba',b'chaniecann',[],,286,0,0
2022-12-22 12:12:09+00:00,b'bra di shopee lucu2 tapi kenapa ga ada yg cup nya gede sikkk \xf0\x9f\x98\x94',b'popmiekari',[],"Semarang, Jawa Tengah",4246,0,0
2022-12-22 12:12:03+00:00,"b'@tanamfess Dulu pernah beli Rosemary di shopee, Alhamdulillah bagus, pengepakan aman, rapi, 3 hari perjalanan kayaknya, masih hidup sampai sekarang subur, Alhamdulillah \xf0\x9f\x98\x87 https://t.co/gbXNPbMHU3'",b'djedjeandrea',[],"Kebumen, Indonesia",562,0,1
2022-12-22 12:12:00+00:00,b'@__Shopee__ @ndagels Berarti dia nglkuin tdk dgn 1 laki\xc2\xb2',b'dede918979231',[],,46,0,0
2022-12-22 12:11:50+00:00,b'Shopee ngapa begini',b'hvdollars',[],,48,0,0
2022-12-22 12:11:44+00:00,"b'Halo ka, E2Shop Jual Akun Premium dan Followers Sosmed Tentunya Bergaransi\xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5 \xf0\x9f\x94\xa5   Bisa order via shopee? Tentunya bisa Bestieeeeeee\xf0\x9f\x94\xa5   Cuzz Kepoin Toko Kita\xf0\x9f\x94\xa5  https://t.co/767awPfAr1  #zonauang #zonaba #zonajajan https://t.co/B6CBAP1sRT'",b'e2shop_',"['zonauang', 'zonaba', 'zonajajan']",,2,0,0
2022-12-22 12:11:40+00:00,b'shopee brengsek bgt yak giliran semua saldo w pindahin ke spay malah apk nya down',b'rmurmurm',[],Smg,2429,0,1
2022-12-22 12:11:39+00:00,b'cowok berlanyard shopee',b'radiantkuromi',[],,359,0,0
2022-12-22 12:11:32+00:00,b'Merah merona ready langsung ae order gas!  Shopee: https://t.co/1nL2M6df9b Tokped: https://t.co/uIL01Okoq1 https://t.co/haaiA99fAK',b'IrsatOfficial',[],"Cibitung, Indonesia",534,0,0
2022-12-22 12:11:31+00:00,"b'@Cheryl1Blossom Sering ada thread lewat soal shopee nya dihack terus make spaylater sampe belasan juta, akhirnya kita yang bayar tunggakannya meskipun udah diajuin ke pihak shopee'",b'haechan_itb',[],,98,0,0
2022-12-22 12:11:27+00:00,b'Cek MARBELAN TUNIK LONG WANITA CRINCLE dengan harga Rp55.100 - Rp57.475. Dapatkan di Shopee sekarang! https://t.co/r75nMs2C3c https://t.co/oLBwx1mCeN',b'SitiNur67307020',[],,2,0,0
2022-12-22 12:11:20+00:00,b'Shopee error nihhh',b'imluckygirl10',[],bumi,358,0,0
2022-12-22 12:11:19+00:00,b'Shopee kenapa lagi sih? Gini mulu dari tadi https://t.co/ym11uFm93D',b'furochannn',[],planet mars,300,0,3
2022-12-22 12:11:09+00:00,"b""@ShopeeID @Shopee_id Ma'af min aku ga percaya dengan giveaway ginian\xf0\x9f\x98\xa5 5 thn lebih main Shopee ga Pernah Kasih hadiah... Swmoga Saja km tidak php Sama ke yg lain yah..""",b'evannn',[],"DKI Jakarta, Indonesia",3491,0,0
2022-12-22 12:11:05+00:00,b'@ShopeeID @Shopee_id mau yang A #RedmiA1dariShopee',b'Dstinan_',['RedmiA1dariShopee'],,461,0,0
2022-12-22 12:10:59+00:00,"b'Tgkla weh harga offer : https://t.co/ozxKg4Up5O  Pergi serbu cepat, Available dekat semua store smpai 26 December !! https://t.co/31dU8GsggN'",b'tipstiketmurah',[],Kuala Lumpur,1509,0,0
2022-12-22 12:10:44+00:00,b'shopee error mulu dari sore',b'dciamons',[],she / her. ,291,0,0
2022-12-22 12:10:38+00:00,b'Saya menjual SABUN HARMONY MELON 70... seharga Rp2.350. Dapatkan di Shopee sekarang! https://t.co/0zJsqp17jv #ShopeeID https://t.co/StguPoPtAD',b'lingeriemurah62',['ShopeeID'],,1,0,0
2022-12-22 12:10:34+00:00,b'#Shopee lagi error kah? Dari tadi klo buka menu lain malah balik ke halaman utama terus.',b'Elsa_Edelweis',['Shopee'],Depok,93,0,1
2022-12-22 12:10:08+00:00,"b'@chajatta_2302 @discountfess Mjb kak, ini belanja dmn mskdnya? Shopee?'",b'sakalanagara',[],Blambangan,4327,0,0
2022-12-22 12:10:06+00:00,b'Bantu aku Dekor Rumah di Shopee Candy untuk mendapatkan EMAS 30 GRAM! https://t.co/RL5J1cWCtk https://t.co/yNPVIGqghC',b'jisungcheekz',[],,334,0,0
2022-12-22 12:10:00+00:00,b'Saya menjual SABUN HARMONY JERUK 70... seharga Rp2.350. Dapatkan di Shopee sekarang! https://t.co/9xkSH5HLU6 #ShopeeID https://t.co/uymR4mWS8u',b'lingeriemurah62',['ShopeeID'],,1,0,0
